"CATEGORY","VERSION","UNIT","JURISDICTION","CANONICAL_URL","IDENTIFIER","SPDX_IDENTIFIER","TITLE","LANGUAGE_DEFAULT"
"licenses","3.0","by-nc-sa","es","https://creativecommons.org/licenses/by-nc-sa/3.0/es/","CC BY-NC-SA 3.0 ES","","Reconocimiento-NoComercial-CompartirIgual 3.0 España","es"
"licenses","3.0","by-nc-sa","fr","https://creativecommons.org/licenses/by-nc-sa/3.0/fr/","CC BY-NC-SA 3.0 FR","","Creative Commons Attribution Pas d'Utilisation Commerciale Partage à l'Identique 3.0 France","fr"
"licenses","3.0","by-nc-sa","ge","https://creativecommons.org/licenses/by-nc-sa/3.0/ge/","CC BY-NC-SA 3.0 GE","","Attribution-NonCommercial-ShareAlike 3.0 Georgia","en"
"licenses","3.0","by-nc-sa","gr","https://creativecommons.org/licenses/by-nc-sa/3.0/gr/","CC BY-NC-SA 3.0 GR","","Αναφορά-Μη-Εμπορική Χρήση-Παρόμοια Διανομή 3.0 Ελλάδα","el"
"licenses","3.0","by-nc-sa","gt","https://creativecommons.org/licenses/by-nc-sa/3.0/gt/","CC BY-NC-SA 3.0 GT","","Reconocimiento – No Comercial – Compartir Igual 3.0 Guatemala","es"
"licenses","3.0","by-nc-sa","hk","https://creativecommons.org/licenses/by-nc-sa/3.0/hk/","CC BY-NC-SA 3.0 HK","","Attribution-NonCommercial-ShareAlike 3.0 Hong Kong","en"
"licenses","3.0","by-nc-sa","hr","https://creativecommons.org/licenses/by-nc-sa/3.0/hr/","CC BY-NC-SA 3.0 HR","","Imenovanje-Nekomercijalno-Dijeli pod istim uvjetima 3.0 Hrvatska","hr"
"licenses","3.0","by-nc-sa","ie","https://creativecommons.org/licenses/by-nc-sa/3.0/ie/","CC BY-NC-SA 3.0 IE","","Attribution-NonCommercial-ShareAlike 3.0 Ireland","en"
"licenses","3.0","by-nc-sa","igo","https://creativecommons.org/licenses/by-nc-sa/3.0/igo/","CC BY-NC-SA 3.0 IGO","CC-BY-NC-SA-3.0-IGO","Attribution-NonCommercial-ShareAlike 3.0 IGO","en"
"licenses","3.0","by-nc-sa","it","https://creativecommons.org/licenses/by-nc-sa/3.0/it/","CC BY-NC-SA 3.0 IT","","Attribuzione - Non commerciale - Condividi allo stesso modo 3.0 Italia","it"
"licenses","3.0","by-nc-sa","lu","https://creativecommons.org/licenses/by-nc-sa/3.0/lu/","CC BY-NC-SA 3.0 LU","","Paternité - Pas d'Utilisation Commerciale - Partage à l'identique 3.0 Luxembourg","fr"
"licenses","3.0","by-nc-sa","nl","https://creativecommons.org/licenses/by-nc-sa/3.0/nl/","CC BY-NC-SA 3.0 NL","","Naamsvermelding-NietCommercieel-GelijkDelen 3.0","nl"
"licenses","3.0","by-nc-sa","no","https://creativecommons.org/licenses/by-nc-sa/3.0/no/","CC BY-NC-SA 3.0 NO","","Navngivelse-Ikkekommersiell-DelPåSammeVilkår 3.0 Norge","no"
"licenses","3.0","by-nc-sa","nz","https://creativecommons.org/licenses/by-nc-sa/3.0/nz/","CC BY-NC-SA 3.0 NZ","","Attribution-NonCommercial-ShareAlike 3.0 New Zealand","en"
"licenses","3.0","by-nc-sa","ph","https://creativecommons.org/licenses/by-nc-sa/3.0/ph/","CC BY-NC-SA 3.0 PH","","Attribution-NonCommercial-ShareAlike 3.0 Philippines","en"
"licenses","3.0","by-nc-sa","pl","https://creativecommons.org/licenses/by-nc-sa/3.0/pl/","CC BY-NC-SA 3.0 PL","","Uznanie autorstwa - Użycie niekomercyjne - Na tych samych warunkach 3.0 Polska","pl"
"licenses","3.0","by-nc-sa","pr","https://creativecommons.org/licenses/by-nc-sa/3.0/pr/","CC BY-NC-SA 3.0 PR","","Reconocimiento - No Comercial - Compartir Igual 3.0 Puerto Rico","es"
"licenses","3.0","by-nc-sa","pt","https://creativecommons.org/licenses/by-nc-sa/3.0/pt/","CC BY-NC-SA 3.0 PT","","Atribuição – NãoComercial – CompartilhaIgual 3.0 Portugal","pt"
"licenses","3.0","by-nc-sa","ro","https://creativecommons.org/licenses/by-nc-sa/3.0/ro/","CC BY-NC-SA 3.0 RO","","Atribuire–Necomercial–Distribuire în Condiţii Identice 3.0 România","ro"
"licenses","3.0","by-nc-sa","rs","https://creativecommons.org/licenses/by-nc-sa/3.0/rs/","CC BY-NC-SA 3.0 RS","","Autorstvo-Nekomercijalno-Deliti pod istim uslovima 3.0 Srbija","sr-latn"
"licenses","3.0","by-nc-sa","sg","https://creativecommons.org/licenses/by-nc-sa/3.0/sg/","CC BY-NC-SA 3.0 SG","","Attribution-NonCommercial-ShareAlike 3.0 Singapore","en"
"licenses","3.0","by-nc-sa","th","https://creativecommons.org/licenses/by-nc-sa/3.0/th/","CC BY-NC-SA 3.0 TH","","Attribution-NonCommercial-ShareAlike 3.0 Thailand","en"
"licenses","3.0","by-nc-sa","tw","https://creativecommons.org/licenses/by-nc-sa/3.0/tw/","CC BY-NC-SA 3.0 TW","","姓名標示─非商業性─相同方式分享 3.0 台灣","zh-hant"
"licenses","3.0","by-nc-sa","ug","https://creativecommons.org/licenses/by-nc-sa/3.0/ug/","CC BY-NC-SA 3.0 UG","","Attribution-NonCommercial-ShareAlike 3.0 Uganda","en"
"licenses","3.0","by-nc-sa","us","https://creativecommons.org/licenses/by-nc-sa/3.0/us/","CC BY-NC-SA 3.0 US","","Attribution-NonCommercial-ShareAlike 3.0 United States","en"
"licenses","3.0","by-nc-sa","ve","https://creativecommons.org/licenses/by-nc-sa/3.0/ve/","CC BY-NC-SA 3.0 VE","","Atribución-NoComercial-CompartirIgual 3.0 Venezuela","es"
"licenses","3.0","by-nc-sa","vn","https://creativecommons.org/licenses/by-nc-sa/3.0/vn/","CC BY-NC-SA 3.0 VN","","Attribution-NonCommercial-ShareAlike 3.0 Vietnam","en"
"licenses","3.0","by-nc-sa","za","https://creativecommons.org/licenses/by-nc-sa/3.0/za/","CC BY-NC-SA 3.0 ZA","","Attribution-NonCommercial-ShareAlike 3.0 South Africa","en"
"licenses","3.0","by-nd","","https://creativecommons.org/licenses/by-nd/3.0/","CC BY-ND 3.0","CC-BY-ND-3.0","Attribution-NoDerivs 3.0 Unported","en"
"licenses","3.0","by-nd","am","https://creativecommons.org/licenses/by-nd/3.0/am/","CC BY-ND 3.0 AM","","Attribution-NoDerivs 3.0 Armenia","en"
"licenses","3.0","by-nd","at","https://creativecommons.org/licenses/by-nd/3.0/at/","CC BY-ND 3.0 AT","","Namensnennung - Keine Bearbeitungen 3.0 Österreich","de"
"licenses","3.0","by-nd","au","https://creativecommons.org/licenses/by-nd/3.0/au/","CC BY-ND 3.0 AU","","Attribution-NoDerivs 3.0 Australia","en"
"licenses","3.0","by-nd","az","https://creativecommons.org/licenses/by-nd/3.0/az/","CC BY-ND 3.0 AZ","","Müəllifliyin müəyyən edilməsi, qeyri-törəmə 3.0 Azərbaycan","az"
"licenses","3.0","by-nd","br","https://creativecommons.org/licenses/by-nd/3.0/br/","CC BY-ND 3.0 BR","","Atribuição-Vedada a criação de obras derivadas 3.0 Brasil","pt-br"
"licenses","3.0","by-nd","ca","https://creativecommons.org/licenses/by-nd/3.0/ca/","CC BY-ND 3.0 CA","","Attribution-NoDerivs 3.0 Canada","en"
"licenses","3.0","by-nd","ch","https://creativecommons.org/licenses/by-nd/3.0/ch/","CC BY-ND 3.0 CH","","Namensnennung – Keine Bearbeitung (by-nd) 3.0 Schweiz","de"
"licenses","3.0","by-nd","cl","https://creativecommons.org/licenses/by-nd/3.0/cl/","CC BY-ND 3.0 CL","","Atribución - SinDerivadas 3.0 Chile","es"
"licenses","3.0","by-nd","cn","https://creativecommons.org/licenses/by-nd/3.0/cn/","CC BY-ND 3.0 CN","","署名-禁止演绎 3.0中国大陆","zh-hans"
"licenses","3.0","by-nd","cr","https://creativecommons.org/licenses/by-nd/3.0/cr/","CC BY-ND 3.0 CR","","Atribución – SinDerivadas 3.0 Costa Rica","es"
"licenses","3.0","by-nd","cz","https://creativecommons.org/licenses/by-nd/3.0/cz/","CC BY-ND 3.0 CZ","","Uveďte autora-Nezasahujte do díla 3.0 Česko","cs"
"licenses","3.0","by-nd","de","https://creativecommons.org/licenses/by-nd/3.0/de/","CC BY-ND 3.0 DE","CC-BY-ND-3.0-DE","Namensnennung - Keine Bearbeitungen 3.0 Deutschland","de"
"licenses","3.0","by-nd","ec","https://creativecommons.org/licenses/by-nd/3.0/ec/","CC BY-ND 3.0 EC","","Reconocimiento – Sin Obras Derivadas 3.0 Ecuador","es"
"licenses","3.0","by-nd","ee","https://creativecommons.org/licenses/by-nd/3.0/ee/","CC BY-ND 3.0 EE","","Autorile viitamine -Tuletatud teoste keeld 3.0 Eesti","et"
"licenses","3.0","by-nd","eg","https://creativecommons.org/licenses/by-nd/3.0/eg/","CC BY-ND 3.0 EG","","نسب المصنف – منع الاشتقاق 3.0 مصر","ar"
"licenses","3.0","by-nd","es","https://creativecommons.org/licenses/by-nd/3.0/es/","CC BY-ND 3.0 ES","","Reconocimiento-SinObrasDerivadas 3.0 España","es"
"licenses","3.0","by-nd","fr","https://creativecommons.org/licenses/by-nd/3.0/fr/","CC BY-ND 3.0 FR","","Creative Commons Attribution Pas de Modification 3.0 France","fr"
"licenses","3.0","by-nd","ge","https://creativecommons.org/licenses/by-nd/3.0/ge/","CC BY-ND 3.0 GE","","Attribution-NoDerivs 3.0 Georgia","en"
"licenses","3.0","by-nd","gr","https://creativecommons.org/licenses/by-nd/3.0/gr/","CC BY-ND 3.0 GR","","Αναφορά-Όχι Παράγωγο Έργο 3.0 Ελλάδα","el"
"licenses","3.0","by-nd","gt","https://creativecommons.org/licenses/by-nd/3.0/gt/","CC BY-ND 3.0 GT","","Reconocimiento - Sin Obras Derivadas 3.0 Guatemala","es"
"licenses","3.0","by-nd","hk","https://creativecommons.org/licenses/by-nd/3.0/hk/","CC BY-ND 3.0 HK","","Attribution-NoDerivs 3.0 Hong Kong","en"
"licenses","3.0","by-nd","hr","https://creativecommons.org/licenses/by-nd/3.0/hr/","CC BY-ND 3.0 HR","","Imenovanje-Bez prerada 3.0 Hrvatska","hr"
"licenses","3.0","by-nd","ie","https://creativecommons.org/licenses/by-nd/3.0/ie/","CC BY-ND 3.0 IE","","Attribution-NoDerivs 3.0 Ireland","en"
"licenses","3.0","by-nd","igo","https://creativecommons.org/licenses/by-nd/3.0/igo/","CC BY-ND 3.0 IGO","","Attribution-NoDerivs 3.0 IGO","en"
"licenses","3.0","by-nd","it","https://creativecommons.org/licenses/by-nd/3.0/it/","CC BY-ND 3.0 IT","","Attribuzione - Non opere derivate 3.0 Italia","it"
"licenses","3.0","by-nd","lu","https://creativecommons.org/licenses/by-nd/3.0/lu/","CC BY-ND 3.0 LU","","Paternité - Pas de Modification 3.0 Luxembourg","fr"
"licenses","3.0","by-nd","nl","https://creativecommons.org/licenses/by-nd/3.0/nl/","CC BY-ND 3.0 NL","","Naamsvermelding-GeenAfgeleideWerken 3.0","nl"
"licenses","3.0","by-nd","no","https://creativecommons.org/licenses/by-nd/3.0/no/","CC BY-ND 3.0 NO","","Navngivelse-IngenBearbeidelse 3.0 Norge","no"
"licenses","3.0","by-nd","nz","https://creativecommons.org/licenses/by-nd/3.0/nz/","CC BY-ND 3.0 NZ","","Attribution-NoDerivs 3.0 New Zealand","en"
"licenses","3.0","by-nd","ph","https://creativecommons.org/licenses/by-nd/3.0/ph/","CC BY-ND 3.0 PH","","Attribution-NoDerivs 3.0 Philippines","en"
"licenses","3.0","by-nd","pl","https://creativecommons.org/licenses/by-nd/3.0/pl/","CC BY-ND 3.0 PL","","Uznanie autorstwa - Bez utworów zależnych 3.0 Polska","pl"
"licenses","3.0","by-nd","pr","https://creativecommons.org/licenses/by-nd/3.0/pr/","CC BY-ND 3.0 PR","","Reconocimiento - Sin Obras Derivadas 3.0 Puerto Rico","es"
"licenses","3.0","by-nd","pt","https://creativecommons.org/licenses/by-nd/3.0/pt/","CC BY-ND 3.0 PT","","Atribuição – SemDerivados 3.0 Portugal","pt"
"licenses","3.0","by-nd","ro","https://creativecommons.org/licenses/by-nd/3.0/ro/","CC BY-ND 3.0 RO","","Atribuire–Fără Modificări 3.0 România","ro"
"licenses","3.0","by-nd","rs","https://creativecommons.org/licenses/by-nd/3.0/rs/","CC BY-ND 3.0 RS","","Autorstvo-Bez prerada 3.0 Srbija","sr-latn"
"licenses","3.0","by-nd","sg","https://creativecommons.org/licenses/by-nd/3.0/sg/","CC BY-ND 3.0 SG","","Attribution-NoDerivs 3.0 Singapore","en"
"licenses","3.0","by-nd","th","https://creativecommons.org/licenses/by-nd/3.0/th/","CC BY-ND 3.0 TH","","Attribution-NoDerivs 3.0 Thailand","en"
"licenses","3.0","by-nd","tw","https://creativecommons.org/licenses/by-nd/3.0/tw/","CC BY-ND 3.0 TW","","姓名標示─禁止改作 3.0 台灣","zh-hant"
"licenses","3.0","by-nd","ug","https://creativecommons.org/licenses/by-nd/3.0/ug/","CC BY-ND 3.0 UG","","Attribution-NoDerivs 3.0 Uganda","en"
"licenses","3.0","by-nd","us","https://creativecommons.org/licenses/by-nd/3.0/us/","CC BY-ND 3.0 US","","Attribution-NoDerivs 3.0 United States","en"
"licenses","3.0","by-nd","ve","https://creativecommons.org/licenses/by-nd/3.0/ve/","CC BY-ND 3.0 VE","","Atribución-SinDerivadas 3.0 Venezuela","es"
"licenses","3.0","by-nd","vn","https://creativecommons.org/licenses/by-nd/3.0/vn/","CC BY-ND 3.0 VN","","Attribution-NoDerivs 3.0 Vietnam","en"
"licenses","3.0","by-nd","za","https://creativecommons.org/licenses/by-nd/3.0/za/","CC BY-ND 3.0 ZA","","Attribution-NoDerivs 3.0 South Africa","en"
"licenses","3.0","by-sa","","https://creativecommons.org/licenses/by-sa/3.0/","CC BY-SA 3.0","CC-BY-SA-3.0","Attribution-ShareAlike 3.0 Unported","en"
"licenses","3.0","by-sa","am","https://creativecommons.org/licenses/by-sa/3.0/am/","CC BY-SA 3.0 AM","","Attribution-ShareAlike 3.0 Armenia","en"
"licenses","3.0","by-sa","at","https://creativecommons.org/licenses/by-sa/3.0/at/","CC BY-SA 3.0 AT","CC-BY-SA-3.0-AT","Namensnennung - Weitergabe unter gleichen Bedingungen 3.0 Österreich","de"
"licenses","3.0","by-sa","au","https://creativecommons.org/licenses/by-sa/3.0/au/","CC BY-SA 3.0 AU","","Attribution-ShareAlike 3.0 Australia","en"
"licenses","3.0","by-sa","az","https://creativecommons.org/licenses/by-sa/3.0/az/","CC BY-SA 3.0 AZ","","Müəllifliyin müəyyən edilməsi, bərabər istifadə hüquqlu 3.0","az"
"licenses","3.0","by-sa","br","https://creativecommons.org/licenses/by-sa/3.0/br/","CC BY-SA 3.0 BR","","Atribuição-Compartilhamento pela mesma licença 3.0 Brasil","pt-br"
"licenses","3.0","by-sa","ca","https://creativecommons.org/licenses/by-sa/3.0/ca/","CC BY-SA 3.0 CA","","Attribution-ShareAlike 3.0 Canada","en"
"licenses","3.0","by-sa","ch","https://creativecommons.org/licenses/by-sa/3.0/ch/","CC BY-SA 3.0 CH","","Namensnennung – Weitergabe unter gleichen Bedingungen (by-sa) 3.0 Schweiz","de"
"licenses","3.0","by-sa","cl","https://creativecommons.org/licenses/by-sa/3.0/cl/","CC BY-SA 3.0 CL","","Atribución - CompartirIgual 3.0 Chile","es"
"licenses","3.0","by-sa","cn","https://creativecommons.org/licenses/by-sa/3.0/cn/","CC BY-SA 3.0 CN","","署名-相同方式共享 3.0中国大陆","zh-hans"
"licenses","3.0","by-sa","cr","https://creativecommons.org/licenses/by-sa/3.0/cr/","CC BY-SA 3.0 CR","","Atribución – CompartirIgual 3.0 Costa Rica","es"
"licenses","3.0","by-sa","cz","https://creativecommons.org/licenses/by-sa/3.0/cz/","CC BY-SA 3.0 CZ","","Uveďte autora- Zachovejte licenci 3.0 Česko","cs"
"licenses","3.0","by-sa","de","https://creativecommons.org/licenses/by-sa/3.0/de/","CC BY-SA 3.0 DE","CC-BY-SA-3.0-DE","Namensnennung - Weitergabe unter gleichen Bedingungen 3.0 Deutschland","de"
"licenses","3.0","by-sa","ec","https://creativecommons.org/licenses/by-sa/3.0/ec/","CC BY-SA 3.0 EC","","Reconocimiento – Compartir Igual 3.0 Ecuador","es"
"licenses","3.0","by-sa","ee","https://creativecommons.org/licenses/by-sa/3.0/ee/","CC BY-SA 3.0 EE","","Autorile viitamine-Jagamine samadel tingimustel 3.0 Eesti","et"
"licenses","3.0","by-sa","eg","https://creativecommons.org/licenses/by-sa/3.0/eg/","CC BY-SA 3.0 EG","","نسب المصنف – الترخيص بالمثل 3.0 مصر","ar"
"licenses","3.0","by-sa","es","https://creativecommons.org/licenses/by-sa/3.0/es/","CC BY-SA 3.0 ES","","Reconocimiento-CompartirIgual 3.0 España","es"
"licenses","3.0","by-sa","fr","https://creativecommons.org/licenses/by-sa/3.0/fr/","CC BY-SA 3.0 FR","","Creative Commons Attribution Partage à l'Identique 3.0 France","fr"
"licenses","3.0","by-sa","ge","https://creativecommons.org/licenses/by-sa/3.0/ge/","CC BY-SA 3.0 GE","","Attribution-ShareAlike 3.0 Georgia","en"
"licenses","3.0","by-sa","gr","https://creativecommons.org/licenses/by-sa/3.0/gr/","CC BY-SA 3.0 GR","","Αναφορά-Παρόμοια Διανομή 3.0 Ελλάδα","el"
"licenses","3.0","by-sa","gt","https://creativecommons.org/licenses/by-sa/3.0/gt/","CC BY-SA 3.0 GT","","Reconocimiento – Compartir Igual 3.0 Guatemala","es"
"licenses","3.0","by-sa","hk","https://creativecommons.org/licenses/by-sa/3.0/hk/","CC BY-SA 3.0 HK","","Attribution-ShareAlike 3.0 Hong Kong","en"
"licenses","3.0","by-sa","hr","https://creativecommons.org/licenses/by-sa/3.0/hr/","CC BY-SA 3.0 HR","","Imenovanje-Dijeli pod istim uvjetima 3.0 Hrvatska","hr"
"licenses","3.0","by-sa","ie","https://creativecommons.org/licenses/by-sa/3.0/ie/","CC BY-SA 3.0 IE","","Attribution-ShareAlike 3.0 Ireland","en"
"licenses","3.0","by-sa","igo","https://creativecommons.org/licenses/by-sa/3.0/igo/","CC BY-SA 3.0 IGO","CC-BY-SA-3.0-IGO","Attribution-ShareAlike 3.0 IGO","en"
"licenses","3.0","by-sa","it","https://creativecommons.org/licenses/by-sa/3.0/it/","CC BY-SA 3.0 IT","","Attribuzione - Condividi allo stesso modo 3.0 Italia","it"
"licenses","3.0","by-sa","lu","https://creativecommons.org/licenses/by-sa/3.0/lu/","CC BY-SA 3.0 LU","","Paternité - Partage à l'identique 3.0 Luxembourg","fr"
"licenses","3.0","by-sa","nl","https://creativecommons.org/licenses/by-sa/3.0/nl/","CC BY-SA 3.0 NL","","Naamsvermelding-GelijkDelen 3.0","nl"
"licenses","3.0","by-sa","no","https://creativecommons.org/licenses/by-sa/3.0/no/","CC BY-SA 3.0 NO","","Navngivelse-DelPåSammeVilkår 3.0 Norge","no"
"licenses","3.0","by-sa","nz","https://creativecommons.org/licenses/by-sa/3.0/nz/","CC BY-SA 3.0 NZ","","Attribution-ShareAlike 3.0 New Zealand","en"
"licenses","3.0","by-sa","ph","https://creativecommons.org/licenses/by-sa/3.0/ph/","CC BY-SA 3.0 PH","","Attribution-ShareAlike 3.0 Philippines","en"
"licenses","3.0","by-sa","pl","https://creativecommons.org/licenses/by-sa/3.0/pl/","CC BY-SA 3.0 PL","","Uznanie autorstwa - Na tych samych warunkach 3.0 Polska","pl"
"licenses","3.0","by-sa","pr","https://creativecommons.org/licenses/by-sa/3.0/pr/","CC BY-SA 3.0 PR","","Reconocimiento - Compartir Igual 3.0 Puerto Rico","es"
"licenses","3.0","by-sa","pt","https://creativecommons.org/licenses/by-sa/3.0/pt/","CC BY-SA 3.0 PT","","Atribuição – CompartilhaIgual 3.0 Portugal","pt"
"licenses","3.0","by-sa","ro","https://creativecommons.org/licenses/by-sa/3.0/ro/","CC BY-SA 3.0 RO","","Atribuire–Distribuire în Condiţii Identice 3.0 România","ro"
"licenses","3.0","by-sa","rs","https://creativecommons.org/licenses/by-sa/3.0/rs/","CC BY-SA 3.0 RS","","Autorstvo-Deliti pod istim uslovima 3.0 Srbija","sr-latn"
"licenses","3.0","by-sa","sg","https://creativecommons.org/licenses/by-sa/3.0/sg/","CC BY-SA 3.0 SG","","Attribution-ShareAlike 3.0 Singapore","en"
"licenses","3.0","by-sa","th","https://creativecommons.org/licenses/by-sa/3.0/th/","CC BY-SA 3.0 TH","","Attribution-ShareAlike 3.0 Thailand","en"
"licenses","3.0","by-sa","tw","https://creativecommons.org/licenses/by-sa/3.0/tw/","CC BY-SA 3.0 TW","","姓名標示─相同方式分享 3.0 台灣","zh-hant"
"licenses","3.0","by-sa","ug","https://creativecommons.org/licenses/by-sa/3.0/ug/","CC BY-SA 3.0 UG","","Attribution-ShareAlike 3.0 Uganda","en"
"licenses","3.0","by-sa","us","https://creativecommons.org/licenses/by-sa/3.0/us/","CC BY-SA 3.0 US","","Attribution-ShareAlike 3.0 United States","en"
"licenses","3.0","by-sa","ve","https://creativecommons.org/licenses/by-sa/3.0/ve/","CC BY-SA 3.0 VE","","Atribución-CompartirIgual 3.0 Venezuela","es"
"licenses","3.0","by-sa","vn","https://creativecommons.org/licenses/by-sa/3.0/vn/","CC BY-SA 3.0 VN","","Attribution-ShareAlike 3.0 Vietnam","en"
"licenses","3.0","by-sa","za","https://creativecommons.org/licenses/by-sa/3.0/za/","CC BY-SA 3.0 ZA","","Attribution-ShareAlike 3.0 South Africa","en"
"licenses","4.0","by","","https://creativecommons.org/licenses/by/4.0/","CC BY 4.0","CC-BY-4.0","Attribution 4.0 International","en"
"licenses","4.0","by-nc","","https://creativecommons.org/licenses/by-nc/4.0/","CC BY-NC 4.0","CC-BY-NC-4.0","Attribution-NonCommercial 4.0 International","en"
"licenses","4.0","by-nc-nd","","https://creativecommons.org/licenses/by-nc-nd/4.0/","CC BY-NC-ND 4.0","CC-BY-NC-ND-4.0","Attribution-NonCommercial-NoDerivatives 4.0 International","en"
"licenses","4.0","by-nc-sa","","https://creativecommons.org/licenses/by-nc-sa/4.0/","CC BY-NC-SA 4.0","CC-BY-NC-SA-4.0","Attribution-NonCommercial-ShareAlike 4.0 International","en"
"licenses","4.0","by-nd","","https://creativecommons.org/licenses/by-nd/4.0/","CC BY-ND 4.0","CC-BY-ND-4.0","Attribution-NoDerivatives 4.0 International","en"
"licenses","4.0","by-sa","","https://creativecommons.org/licenses/by-sa/4.0/","CC BY-SA 4.0","CC-BY-SA-4.0","Attribution-ShareAlike 4.0 International","en"
"publicdomain","1.0","certification","us","https://creativecommons.org/publicdomain/certification/1.0/us/","CERTIFICATION 1.0 US","CC-PDDC","Copyright-Only Dedication (based on United States law) or Public Domain Certification 1.0 United States","en"
"publicdomain","1.0","mark","","https://creativecommons.org/publicdomain/mark/1.0/","PDM 1.0","CC-PDM-1.0","Public Domain Mark 1.0 Universal","en"
"publicdomain","1.0","zero","","https://creativecommons.org/publicdomain/zero/1.0/","CC0 1.0","CC0-1.0","CC0 1.0 Universal","en"
